08/20/2025 06:58:43 P,CHAR LENGHT,ID,VISIBILITY,"DATE 
ADDED",SKU,NAME,ADDITIONAL NOTES,APPLICATION NOTES,PART NUMBER,PRODUCT CATEGORY,TYPE,(OLD UPC),GTIN,YEAR,PRIMARY OEM,"Additional 
OEM#",Catalog Group,MANUFACTURER,MAKE 1,ENGINE 1,ENGINE 1,ENGINE 1,ENGINE 1,ENGINE 1,ENGINE 1,ENGINE 1,Condition,IS REMAN?,ASSOCIATED CORE,CORE TYPE,JUMPFLY CATEGORY,VENDOR,VENDOR PART NUMBER,NEW QB,QB ACCOUNT,WARRANTY, PRICE , Drive On Diesel Price , VENDOR COST , ACTUAL COST , EST COST ,PROFIT,PROFIT  %,WEIGHT,"CHARGE CORE
UPFRONT",HAS CORE, CORE PRICE ,"GROUP 
NUMBER",ADF,PRICE,Non Stocking Distributor, PRICE ,Stocking Distributor, PRICE ,Non Stocking WD, PRICE ,Stocking WD, PRICE ,10%, PRICE ,15%, PRICE 
11/07/2024 08:38:35 P,,8882,Both,10/31/2023,5640456RM-WA,Cummins QSB 6.7L Turbo Assembly : OEM 5640456RX,HE300,,5640456RM-WA,Turbos,Turbo Assembly,,00840490520387,,5640456RX,"5327315, 3789610, 3789611, 3789612, 3789613, 5327320, 5327321, 5327323, 5327326, 5327327, 3781628 ,3781623, 378959, 3789610, 3789611, 3789612, 3789613, 5327320, 5327321, 5327323, 5327326, 5327327, 3781628",C2,Tamerx Diesel Products,Cummins,QSB 6.7L,,,,,,,Remanufactured,Yes,"5640456RM-WA#C, 5640456RM-WA-C30",Vendor R & R,Turbos,TamerX Turbo,5327315,Turbochargers,Turbochargers,One Million Miles or One Year," $ 6,450.00 "," $ 6,450.00 "," $ 2,200.00 "," $ 2,200.00 "," $ 2,200.00 ","$4,250.00",65.89%,65,NO,YES," $ 1,200.00 ",,FIXED PRICE,"$5,160.00",15.00%," $ 5,482.50 ",15.00%," $ 5,482.50 ",20.00%," $ 5,160.00 ",25.00%," $ 4,837.50 ",10.00%," $ 5,805.00 ",15.00%," $ 5,482.50 "
10/06/2025 11:14:50 P,,8885,Both,10/31/2023,4352379RM,Cummins QSB 6.7L Turbo Assembly : OEM 4352379RX,HE341VE,,4352379RM,Turbos,Turbo Assembly,,00840490520394,,4352379RX,"2839591, 2839592, 2839616, 2839617, 2839618, 2839619, 2839620, 2839621, 2839622, 2839623, 2842938, 2881934, 2881934NX, 2881934RX, 3793783, 3794582, 3794582H, 3794582HX, 4352379, 4352379NX, 4352379RX, 3768663, 3768664, 3768713, 3768714, 3768715, 3768716, 3768719",C2,Tamerx Diesel Products,Cummins,QSB 6.7L,,,,,,,Remanufactured,Yes,"4352379RM#C, 4352379RM-C30",Vendor R & R,Turbos,TamerX Turbo,3793719,Engine Parts/Other,Engine Parts/Other,One Million Miles or One Year," $ 3,850.00 "," $ 3,850.00 "," $ 2,200.00 "," $ 2,200.00 "," $ 2,200.00 ","$1,650.00",42.86%,65,NO,YES," $ 1,200.00 ",,FIXED PRICE,"$2,504.00",15.00%," $ 3,272.50 ",15.00%," $ 3,272.50 ",20.00%," $ 3,080.00 ",25.00%," $ 2,887.50 ",10.00%," $ 3,465.00 ",15.00%," $ 3,272.50 "
,,8891,Both,10/31/2023,5502826RM-WA,Cummins QSL 8.9L Turbo Assembly : OEM 5502826RX,HE431VE,,5502826RM-WA,Turbos,Turbo Assembly,,00840490520417,,5502826RX,"3773413, 3773405, 379554400, 379554400H, 3795544H, 3795548, 3795549, 3795552, 3795553, 3795554, 379555400HX, 4352439, 4352439NX, 4352439RX, 2836870, 2836871, 2836872, 2836887, 2836888, 2836889, 2838980, 2838981, 2843243, 2843244, 2843245, 2843246, 2843247, 2843248, 2843249",C4,Tamerx Diesel Products,Cummins,QSL 8.9L,,,,,,,Remanufactured,Yes,"5502826RM-WA#C, 5502826RM-WA-C30",Vendor R & R,Turbos,TamerX Turbo,4352439,Turbochargers,Turbochargers,One Million Miles or One Year," $ 5,495.00 "," $ 5,495.00 "," $ 2,200.00 "," $ 2,200.00 "," $ 2,200.00 ","$3,295.00",59.96%,65,NO,YES," $ 1,200.00 ",,FIXED PRICE,"$4,396.00",15.00%," $ 4,670.75 ",15.00%," $ 4,670.75 ",20.00%," $ 4,396.00 ",25.00%," $ 4,121.25 ",10.00%," $ 4,945.50 ",15.00%," $ 4,670.75 "
08/15/2025 08:57:53 P,,9108,Both,2/7/2024,6411494RM-WA,Cummins ISB 6.7 300 Turbo Assembly 2019-2023: OEM 6411494RX,HE300VG,International,6411494RM-WA,Turbos,Turbo Assembly,,00840490521216,2019-2023,6411494RX,5354550,C2,Tamerx Diesel Products,Cummins,ISB 6.7L-300,,,,,,,Remanufactured,Yes,"6411494RM-WA#C, 6411494RM-WA-C30",In House Core,Turbos,Tamerx,5354550,Turbochargers,Turbochargers,One Million Miles or One Year," $ 5,495.00 "," $ 5,495.00 "," $ 1,500.00 "," $ 1,500.00 "," $ 1,500.00 ","$3,995.00",72.70%,48,NO,YES," $ 1,500.00 ",,FIXED PRICE,"$4,396.00",0%," $ 5,495.00 ",15.00%," $ 4,670.75 ",15.00%," $ 4,670.75 ",25.00%," $ 4,121.25 ",10.00%," $ 4,945.50 ",15.00%," $ 4,670.75 "
,,9155,Both,2/7/2024,4352387RM,Cummins QSB 6.7L Turbo Assembly 2007-2012: OEM 4352387RX,HE341VH,,4352387RM,Turbos,Turbo Assembly,,00840490521360,2007-2012,4352387RX,"170-032-2455, 1700322455, 2837612, 2840490, 2840501, 2881982RX, 2881983, 2881983NX, 2881983RX, 3768842, 3768846, 3768847, 3768850, 3768850NX, 3768850RX, 3793685, 3793686, 3793724, 3793725, 379372500, 3793725H, 4352387, 4352387NX, 4352387RX, 5321698NX, 5321698RX, 5552067, 5552076, 6755-81-8172, 6755818172, 5321698",C2,Tamerx Diesel Products,Cummins,QSB 6.7L,,,,,,,Remanufactured,Yes,"4352387RM#C, 4352387RM-C30",Vendor R & R,Turbos,Tamerx,4352387,,,One Million Miles or One Year," $ 4,495.00 "," $ 4,495.00 "," $ 3,589.00 "," $ 3,589.00 "," $ 3,589.00 ",$906.00,20.16%,44,NO,YES," $ 1,200.00 ",,FIXED PRICE,"$3,596.00",0%," $ 4,495.00 ",15.00%," $ 3,820.75 ",15.00%," $ 3,820.75 ",25.00%," $ 3,371.25 ",10.00%," $ 4,045.50 ",15.00%," $ 3,820.75 "
07/19/2024 07:05:30 P,,9308,Both,2/16/2024,REC435232000RM,"John Deere QSX15, X15 Turbo Assembly : OEM REC435232000",,"9570RX, 9620RX",REC435232000RM,Turbos,Turbo Assembly,,00840490521896,,REC435232000,"5354745, 5354547, 5354743, 3796101, 3796106, 5454744, 3785134, 3791147, 3791152",,Tamerx Diesel Products,John Deere,QSX15,X15,,,,,,Genuine New,Yes,"REC435232000RM#C, REC435232000RM-C30",In House Core,Turbos,Tamerx,4309078RM-WA,Turbochargers,Turbochargers,One Million Miles or One Year," $ 8,550.00 "," $ 8,550.00 "," $ 1,800.00 "," $ 1,800.00 "," $ 1,800.00 ","$6,750.00",78.95%,49,NO,YES," $ 2,000.00 ",,FIXED PRICE,"$6,840.00",0%," $ 8,550.00 ",15.00%," $ 7,267.50 ",15.00%," $ 7,267.50 ",25.00%," $ 6,412.50 ",10.00%," $ 7,695.00 ",15.00%," $ 7,267.50 "
,,9525,Both,2/19/2024,3798338NX,Cummins L9 Turbo Assembly 2013-2017: OEM 3798338RX,WIth Actuator,,3798338NX,Turbos,Turbo Assembly,,00840490522626,2013-2017,3798338RX,3796014,C3,Cummins Holset,Cummins,L9,,,,,,,Genuine New,Yes,"3798338NX#C, 3798338NX-C30",In House Core,Turbos,Tamerx,3798351,Turbochargers,Turbochargers,One Million Miles or One Year," $ 5,495.00 "," $ 5,495.00 "," $ 2,250.00 "," $ 2,250.00 "," $ 2,250.00 ","$3,245.00",59.05%,54,NO,YES," $ 1,500.00 ",,FIXED PRICE,"$4,670.75",0%," $ 5,495.00 ",15.00%," $ 4,670.75 ",15.00%," $ 4,670.75 ",25.00%," $ 4,121.25 ",10.00%," $ 4,945.50 ",15.00%," $ 4,670.75 "
,,9716,Both,2/20/2024,5322347NX,Cummins ISB 6.7L Turbo Assembly 2007-2011: OEM 5322347,Short W/o Actuator,,5322347NX,Turbos,Turbo Assembly,,00840490523272,2007-2011,5322347,"5322346, 5322347, 4309451, 4309452,",C2,Cummins Holset,Cummins,ISB 6.7L,,,,,,,Genuine New,Yes,"5322347NX#C, 5322347NX-C30",In House Core,Turbos,Tamerx,5322347,Turbochargers,Turbochargers,One Million Miles or One Year," $ 3,450.00 "," $ 3,450.00 "," $ 2,250.00 "," $ 2,250.00 "," $ 2,250.00 ","$1,200.00",34.78%,58,NO,YES," $ 1,200.00 ",,FIXED PRICE,"$2,932.50",0%," $ 3,450.00 ",15.00%," $ 2,932.50 ",15.00%," $ 2,932.50 ",20.00%," $ 2,760.00 ",10.00%," $ 3,105.00 ",15.00%," $ 2,932.50 "
03/01/2024 08:32:26 P,,10179,Both,2/22/2024,1934436RM-WA,Paccar MX11 Turbo Assembly 2018-2022: OEM 1934436PEX,HE400,,1934436RM-WA,Turbos,Turbo Assembly,,00840490524828,2018-2022,1934436PEX,"3790120, 5549564, 2165080",P1,Tamerx Diesel Products,Paccar,MX11,,,,,,,Remanufactured,Yes,"1934436RM-WA#C, 1934436RM-WA-C30",In House Core,Turbos,Tamerx,1934436,Turbochargers,Turbochargers,One Million Miles or One Year," $ 5,850.00 "," $ 5,850.00 "," $ 3,500.00 "," $ 3,500.00 "," $ 3,500.00 ","$2,350.00",40.17%,49,NO,YES," $ 1,500.00 ",,FIXED PRICE,"$4,680.00",0%," $ 5,850.00 ",15.00%," $ 4,972.50 ",15.00%," $ 4,972.50 ",25.00%," $ 4,387.50 ",10.00%," $ 5,265.00 ",15.00%," $ 4,972.50 "
,,10200,Both,2/22/2024,2348177RM-WA,Paccar MX11 Turbo Assembly 2018-2021: OEM 2348177PEX,Turbo W/ Actuator,EPA17,2348177RM-WA,Turbos,Turbo Assembly,,00840490524897,2018-2021,2348177PEX,"2348177PEX, 2348177PE, 2348177, 5459128",P1,Tamerx Diesel Products,Paccar,MX11,,,,,,,Remanufactured,Yes,"2348177RM-WA#C, 2348177RM-WA-C30",In House Core,Turbos,Tamerx,2348177,Turbochargers,Turbochargers,One Million Miles or One Year," $ 7,750.00 "," $ 7,750.00 "," $ 4,500.00 "," $ 4,500.00 "," $ 4,500.00 ","$3,250.00",41.94%,58,NO,YES," $ 2,000.00 ",,FIXED PRICE,"$6,200.00",0%," $ 7,750.00 ",15.00%," $ 6,587.50 ",20.00%," $ 6,200.00 ",25.00%," $ 5,812.50 ",10.00%," $ 6,975.00 ",15.00%," $ 6,587.50 "
02/26/2024 07:11:54 P,,10499,Both,2/25/2024,2308628RM-WA,Paccar MX11 Turbo Assembly 2018-2021: OEM 2308628PEX,HE400,,2308628RM-WA,Turbos,Turbo Assembly,,00840490525894,2018-2021,2308628PEX,"5549564, 2165080, 5642879, 5642882, 2308629, 5642883",P1,Tamerx Diesel Products,Paccar,MX11,,,,,,,Remanufactured,Yes,"2308628RM-WA#C, 2308628RM-WA-C30",In House Core,Turbos,Tamerx,2308628,Turbochargers,Turbochargers,One Million Miles or One Year," $ 7,850.00 "," $ 7,850.00 "," $ 2,700.00 "," $ 2,700.00 "," $ 2,700.00 ","$5,150.00",65.61%,65,NO,YES," $ 2,000.00 ",,FIXED PRICE,"$6,280.00",0%," $ 7,850.00 ",15.00%," $ 6,672.50 ",15.00%," $ 6,672.50 ",25.00%," $ 5,887.50 ",10.00%," $ 7,065.00 ",15.00%," $ 6,672.50 "
,,10505,Both,2/25/2024,2348167RM,Paccar MX11 Turbo Assembly 2018-2021: OEM 2348167PEX,Turbo w/o Actuator,EPA17,2348167RM,Turbos,Turbo Assembly,,00840490525917,2018-2021,2348167PEX,2343155,P1,Tamerx Diesel Products,Paccar,MX11,,,,,,,Remanufactured,Yes,"2348167RM#C, 2348167RM-C30",In House Core,Turbos,Tamerx,2348167,Turbochargers,Turbochargers,One Million Miles or One Year," $ 8,750.00 "," $ 8,750.00 "," $ 4,500.00 "," $ 4,500.00 "," $ 4,500.00 ","$4,250.00",48.57%,58,NO,YES," $ 1,500.00 ",,FIXED PRICE,"$7,000.00",0%," $ 8,750.00 ",15.00%," $ 7,437.50 ",20.00%," $ 7,000.00 ",25.00%," $ 6,562.50 ",10.00%," $ 7,875.00 ",15.00%," $ 7,437.50 "
,,10875,Both,3/1/2024,5327359RM-WA,Cummins QSB 6.7-325 Turbo Assembly 2014-2016: OEM 5327359RX,,12 Volt System,5327359RM-WA,Turbos,Turbo Assembly,,00840490527171,2014-2016,5327359RX,"5644090, 5327357, 5327336, 3792327, 3792328, 4352342",C2,Tamerx Diesel Products,Cummins,QSB 6.7-325,,,,,,,Remanufactured,Yes,"5327359RM-WA#C, 5327359RM-WA-C30",In House Core,Turbos,Tamerx,5327359,Turbochargers,Turbochargers,One Million Miles or One Year," $ 3,495.00 "," $ 3,495.00 "," $ 2,200.00 "," $ 2,200.00 "," $ 2,200.00 ","$1,295.00",37.05%,58,NO,YES," $ 1,500.00 ",,FIXED PRICE,"$2,796.00",0%," $ 3,495.00 ",15.00%," $ 2,970.75 ",15.00%," $ 2,970.75 ",25.00%," $ 2,621.25 ",10.00%," $ 3,145.50 ",15.00%," $ 2,970.75 "
06/21/2024 12:32:03 A,,10919,Both,3/14/2024,466704-5213RM,Komatsu S6D125 Turbo Assembly : OEM 6151828500,T04E08,,466704-5213RM,Turbos,Turbo Assembly,,00840490527324,,6151828500,"466704-5213S, 466704-5213, 6151-82-8500",,Tamerx Diesel Products,Komatsu,S6D125,,,,,,,Remanufactured,Yes,"466704-5213RM#C, 466704-5213RM-C30",In House Core,Turbos,Tamerx,466704-5213,Turbochargers,Turbochargers,One Million Miles or One Year," $ 1,595.00 "," $ 1,595.00 "," $ 1,095.00 "," $ 1,095.00 "," $ 1,095.00 ",$500.00,31.35%,38,NO,YES, $ 500.00 ,,FIXED PRICE,"$1,276.00",0%," $ 1,595.00 ",15.00%," $ 1,355.75 ",15.00%," $ 1,355.75 ",25.00%," $ 1,196.25 ",10.00%," $ 1,435.50 ",15.00%," $ 1,355.75 "
06/21/2024 12:32:09 A,,10925,Both,3/14/2024,5601761RM-WA,"Cummins ISL , QSL 8.9L Turbo Assembly : OEM 5601761RX",HE400VG,,5601761RM-WA,Turbos,Turbo Assembly,,00840490527348,,5601761RX,"5601760, 5608393, 5638443, 5601761",C3,Tamerx Diesel Products,Cummins,ISL,QSL 8.9L,,,,,,Remanufactured,Yes,"5601761RM-WA#C, 5601761RM-WA-C30",In House Core,Turbos,Tamerx,5601761,Turbochargers,Turbochargers,One Million Miles or One Year," $ 3,495.00 "," $ 3,495.00 "," $ 1,850.00 "," $ 1,850.00 "," $ 1,850.00 ","$1,645.00",47.07%,58,NO,YES," $ 1,500.00 ",,FIXED PRICE,"$2,796.00",0%," $ 3,495.00 ",15.00%," $ 2,970.75 ",20.00%," $ 2,796.00 ",25.00%," $ 2,621.25 ",10.00%," $ 3,145.50 ",15.00%," $ 2,970.75 "
09/22/2025 11:17:55 A,,10938,Both,3/25/2024,6411511RM-WA,Cummins ISB 6.7-200 Turbo Assembly 2018-2024: OEM 6411511RX,,,6411511RM-WA,Turbos,Turbo Assembly,,00840490527393,2018-2024,6411511RX,"5603710, 5640300, 5601414, 6395670",C2,Tamerx Diesel Products,Cummins,ISB 6.7L-200,,,,,,,Remanufactured,Yes,"6411511RM-WA#C, 6411511RM-WA-C30",In House Core,Turbos,Tamerx,6411511RX,Turbochargers,Turbochargers,One Million Miles or One Year," $ 3,495.00 "," $ 3,495.00 "," $ 2,200.00 "," $ 2,200.00 "," $ 2,200.00 ","$1,295.00",37.05%,58,NO,YES," $ 1,500.00 ",,FIXED PRICE,"$2,796.00",0%," $ 3,495.00 ",15.00%," $ 2,970.75 ",15.00%," $ 2,970.75 ",25.00%," $ 2,621.25 ",10.00%," $ 3,145.50 ",15.00%," $ 2,970.75 "
05/21/2024 03:34:23 A,,11153,Both,4/29/2024,5455782RM,"Cummins ISX11, ISX12G Turbo Assembly 2014-2021: OEM 5455782RX",HE300WG,,5455782RM,Turbos,Turbo Assembly,,00840490528055,2014-2021,5455782RX,"5500856, 5500855, 5350769, 5357390, 5455782, 435213900, 4352139, 4309497RX, 4309497NX, 3787965, 3782468, 3782466, 3778983, 3778981",C1,Tamerx Diesel Products,Cummins,ISX11,ISX12G,,,,,,Remanufactured,Yes,"5455782RM#C, 5455782RM-C30",In House Core,Turbos,Tamerx,5500856,Turbochargers,Turbochargers,One Million Miles or One Year," $ 3,495.00 "," $ 3,495.00 "," $ 1,150.00 "," $ 1,150.00 "," $ 1,150.00 ","$2,345.00",67.10%,32,NO,YES, $ 500.00 ,,FIXED PRICE,"$2,796.00",0%," $ 3,495.00 ",15.00%," $ 2,970.75 ",20.00%," $ 2,796.00 ",25.00%," $ 2,621.25 ",10.00%," $ 3,145.50 ",15.00%," $ 2,970.75 "
08/15/2025 08:58:01 P,,11544,Both,6/18/2024,5327168RM-WA,Cummins ISB 6.7-360 Turbo Assembly 2014-2017: OEM 5327168RX,HE300VG W/ Actuator,Freightliner 360 HP,5327168RM-WA,Turbos,Turbo Assembly,,00840490529434,2014-2017,5327168RX,"5327168, 5328150, 5327154, 4352460, 4352183, 4309292, 3798323, 3789464, 3781718, 3775400, 3789464, 5327154RX, 4352460RX, 4352183RX, 5327168RX, 3789502, 3789464",C2,Tamerx Diesel Products,Cummins,ISB 6.7L-360,,,,,,,Remanufactured,Yes,"5327168RM-WA#C, 5327168RM-WA-C30",In House Core,Turbos,Tamerx,3798323,Turbochargers,Turbochargers,One Million Miles or One Year," $ 5,495.00 "," $ 5,495.00 "," $ 2,700.00 "," $ 2,700.00 "," $ 2,700.00 ","$2,795.00",50.86%,58,NO,YES," $ 1,200.00 ",,FIXED PRICE,"$4,396.00",0%," $ 5,495.00 ",15.00%," $ 4,670.75 ",20.00%," $ 4,396.00 ",25.00%," $ 4,121.25 ",10.00%," $ 4,945.50 ",15.00%," $ 4,670.75 "
08/13/2025 12:05:13 A,,11579,Both,6/26/2024,5501427,Cummins B6.7 Turbo Assembly 2023-2025: OEM 5501427,HE300,Hyundai HL955A,5501427,Turbos,Turbo Assembly,,00840490529564,2023-2025,5501427,"5460662, 5460631,",C2,Tamerx Diesel Products,Cummins,B6.7,,,,,,,Remanufactured,Yes,"5501427#C, 5501427-C30",In House Core,Turbos,Tamerx,5460662,Turbochargers,Turbochargers,One Million Miles or One Year," $ 5,245.00 "," $ 5,235.00 "," $ 2,300.00 "," $ 2,300.00 "," $ 2,300.00 ","$2,945.00",56.15%,58,NO,YES," $ 1,500.00 ",,FIXED PRICE,"$5,440.00",0%," $ 5,245.00 ",15.00%," $ 4,458.25 ",25.00%," $ 3,933.75 ",25.00%," $ 3,933.75 ",10.00%," $ 4,720.50 ",15.00%," $ 4,458.25 "
,,11606,Both,6/28/2024,5503024RM,Cummins X12 Turbo Assembly 2018-2021: OEM 5503024RX,,EPA17,5503024RM,Turbos,Turbo Assembly,,00840490529670,2018-2021,5503024RX,"5502209, 5502210, 5357242H",C1,Tamerx Diesel Products,Cummins,X12,,,,,,,Remanufactured,Yes,"5503024RM#C, 5503024RM-C30",In House Core,Turbos,Tamerx,5502209,Turbochargers,Turbochargers,One Million Miles or One Year," $ 5,850.00 "," $ 5,850.00 "," $ 1,800.00 "," $ 1,800.00 "," $ 1,800.00 ","$4,050.00",69.23%,58,NO,YES," $ 1,500.00 ",,FIXED PRICE,"$4,680.00",0%," $ 5,850.00 ",15.00%," $ 4,972.50 ",15.00%," $ 4,972.50 ",25.00%," $ 4,387.50 ",10.00%," $ 5,265.00 ",15.00%," $ 4,972.50 "
07/19/2024 11:51:06 P,,11609,Both,6/28/2024,5502278RM-WA,Cummins X12 Turbo Assembly 2018-2021: OEM 5503024RX,,EPA17,5502278RM-WA,Turbos,Turbo Assembly,,00840490529687,2018-2021,5503024RX,"5502209, 5502210, 5502278, 5357242H",C1,Tamerx Diesel Products,Cummins,X12,,,,,,,Remanufactured,Yes,"5502278RM-WA#C, 5502278RM-WA-C30",In House Core,Turbos,Tamerx,5502209,Turbochargers,Turbochargers,One Million Miles or One Year," $ 6,650.00 "," $ 6,650.00 "," $ 2,300.00 "," $ 2,300.00 "," $ 2,300.00 ","$4,350.00",65.41%,58,NO,YES," $ 1,500.00 ",,FIXED PRICE,"$5,320.00",0%," $ 6,650.00 ",15.00%," $ 5,652.50 ",20.00%," $ 5,320.00 ",25.00%," $ 4,987.50 ",10.00%," $ 5,985.00 ",15.00%," $ 5,652.50 "
09/12/2025 12:41:43 A,,11648,Both,7/16/2024,5321702RM,Cummins QSB Turbo Assembly 2014-2018: OEM 5321702RX,HE341VH ACT#5567642,"Komatsu D61PX-23, SAA6D107E-2",5321702RM,Turbos,Turbo Assembly,,00840490529816,2014-2018,5321702RX,"3768848, 3793726, 4309171, 6755-81-8190, 6755818190, 6755-81-8192, 6755818192, 6755-81-8191, 6755818191, 5552082",C5,Tamerx Diesel Products,Cummins,QSB,,,,,,,Remanufactured,Yes,"5321702RM#C, 5321702RM-C30",In House Core,Turbos,Tamerx,5552082,Turbochargers,Turbochargers,One Million Miles or One Year," $ 5,850.00 "," $ 5,850.00 "," $ 3,150.00 "," $ 3,150.00 "," $ 3,150.00 ","$2,700.00",46.15%,54,NO,YES," $ 1,200.00 ",,FIXED PRICE,"$3,596.00",0%," $ 5,850.00 ",15.00%," $ 4,972.50 ",0%," $ 5,850.00 ",25.00%," $ 4,387.50 ",10.00%," $ 5,265.00 ",15.00%," $ 4,972.50 "
,,11690,Both,7/20/2024,5324121RM-WA,Cummins L9-280 Turbo Assembly 2014-2021: OEM 5324121RX,W/ 24 Volt Actuator,,5324121RM-WA,Turbos,Turbo Assembly,,00840490529946,2014-2021,5324121RX,"5328077, 5328097",C3,Tamerx Diesel Products,Cummins,L9-280,,,,,,,Remanufactured,Yes,"5324121RM-WA#C, 5324121RM-WA-C30",In House Core,Turbos,Tamerx,3798351,Turbochargers,Turbochargers,One Million Miles or One Year," $ 4,495.00 "," $ 4,495.00 "," $ 2,800.00 "," $ 2,800.00 "," $ 2,800.00 ","$1,695.00",37.71%,58,NO,YES," $ 1,500.00 ",,FIXED PRICE,"$3,596.00",0%," $ 4,495.00 ",15.00%," $ 3,820.75 ",0%," $ 4,495.00 ",25.00%," $ 3,371.25 ",10.00%," $ 4,045.50 ",15.00%," $ 3,820.75 "
,,11713,Both,8/4/2024,4352524RM-WA,Cummins ISL Turbo Assembly 2011-2013: OEM 4352524RX,W/ Actuator,,4352524RM-WA,Turbos,Turbo Assembly,,00840490530034,2011-2013,4352524RX,"5354657, 5458221, 5458226, 5354651, 2881652, 2881664, 2881727, 2881675, 2881856,",C3,Tamerx Diesel Products,Cummins,ISL,,,,,,,Remanufactured,Yes,"4352524RM-WA#C, 4352524RM-WA-C30",In House Core,Turbos,Tamerx,4352524,Turbochargers,Turbochargers,One Million Miles or One Year," $ 4,495.00 "," $ 4,495.00 "," $ 2,200.00 "," $ 2,200.00 "," $ 2,200.00 ","$2,295.00",51.06%,58,NO,YES," $ 1,200.00 ",,FIXED PRICE,"$3,596.00",0%," $ 4,495.00 ",15.00%," $ 3,820.75 ",0%," $ 4,495.00 ",25.00%," $ 3,371.25 ",10.00%," $ 4,045.50 ",15.00%," $ 3,820.75 "
,,11716,Both,8/4/2024,4352524RM,Cummins ISL Turbo Assembly 2011-2013: OEM 4352524RX,Actuator# 4034122 not inlcuded,,4352524RM,Turbos,Turbo Assembly,,00840490530041,2011-2013,4352524RX,"5354657, 5458221, 5458226, 5354651, 2881652, 2881664, 2881727, 2881675, 2881856,",C3,Tamerx Diesel Products,Cummins,ISL,,,,,,,Remanufactured,Yes,"4352524RM#C, 4352524RM-C30",In House Core,Turbos,Tamerx,4352524,Turbochargers,Turbochargers,One Million Miles or One Year," $ 3,850.00 "," $ 3,850.00 "," $ 1,750.00 "," $ 1,750.00 "," $ 1,750.00 ","$2,100.00",54.55%,58,NO,YES," $ 1,200.00 ",,FIXED PRICE,"$3,080.00",0%," $ 3,850.00 ",15.00%," $ 3,272.50 ",0%," $ 3,850.00 ",25.00%," $ 2,887.50 ",10.00%," $ 3,465.00 ",15.00%," $ 3,272.50 "
07/15/2025 01:54:03 A,,11722,Both,8/4/2024,3793784RM,Cummins QSB 6.7L 173 Turbo Assembly 2007-2013: OEM 3793784RX,Actuator# not included,,3793784RM,Turbos,Turbo Assembly,,00840490530065,2007-2013,3793784RX,"3793784, 3793720, 3773284, 3793699, 6450276, 4352388",C2,Tamerx Diesel Products,Cummins,QSB 6.7L 173,,,,,,,Remanufactured,Yes,"3793784RM#C, 3793784RM-C30",In House Core,Turbos,Tamerx,3793784,Turbochargers,Turbochargers,One Million Miles or One Year," $ 4,850.00 "," $ 4,850.00 "," $ 1,500.00 "," $ 1,500.00 "," $ 1,500.00 ","$3,350.00",69.07%,54,NO,YES," $ 1,500.00 ",,FIXED PRICE,"$3,880.00",0%," $ 4,850.00 ",15.00%," $ 4,122.50 ",0%," $ 4,850.00 ",25.00%," $ 3,637.50 ",10.00%," $ 4,365.00 ",15.00%," $ 4,122.50 "
07/15/2025 01:54:23 A,,11725,Both,8/4/2024,3793784RM-WA,Cummins QSB 6.7L 173 Turbo Assembly 2007-2013: OEM 3793784RX,Turbo w/ Actuator,,3793784RM-WA,Turbos,Turbo Assembly,,00840490530072,2007-2013,3793784RX,"3793784, 3793720, 3773284, 3793699, 6450276, 4352388",C2,Tamerx Diesel Products,Cummins,QSB 6.7L 173,,,,,,,Remanufactured,Yes,"3793784RM-WA#C, 3793784RM-WA-C30",In House Core,Turbos,Tamerx,3793784,Turbochargers,Turbochargers,One Million Miles or One Year," $ 5,850.00 "," $ 5,850.00 "," $ 1,900.00 "," $ 1,900.00 "," $ 1,900.00 ","$3,950.00",67.52%,54,NO,YES," $ 1,500.00 ",,FIXED PRICE,"$4,680.00",0%," $ 5,850.00 ",15.00%," $ 4,972.50 ",0%," $ 5,850.00 ",25.00%," $ 4,387.50 ",10.00%," $ 5,265.00 ",15.00%," $ 4,972.50 "
,,11728,Both,8/4/2024,5328181RM,Cummins QSB 6.7L Turbo Assembly 2014-2017: OEM 5328181RX,Actuator# not included,EPA13,5328181RM,Turbos,Turbo Assembly,,00840490530089,2014-2017,5328181RX,"5328181, 3789630, 4352167, 5327566, 5328134, 5428143, 5501339, 5640462, 3789595, 5327551",C2,Tamerx Diesel Products,Cummins,QSB 6.7L,,,,,,,Remanufactured,Yes,"5328181RM#C, 5328181RM-C30",In House Core,Turbos,Tamerx,5328181,Turbochargers,Turbochargers,One Million Miles or One Year," $ 4,850.00 "," $ 4,850.00 "," $ 1,500.00 "," $ 1,500.00 "," $ 1,500.00 ","$3,350.00",69.07%,54,NO,YES," $ 1,500.00 ",,FIXED PRICE,"$3,880.00",0%," $ 4,850.00 ",15.00%," $ 4,122.50 ",0%," $ 4,850.00 ",25.00%," $ 3,637.50 ",10.00%," $ 4,365.00 ",15.00%," $ 4,122.50 "
